driver_id,timestamp,driving_time,driving_distance,speed,break_time,engine_hours,fuel_consumption,rpm,gear_position,brake_pedal,accelerator_pedal,steering_wheel_angle,predictions,driver_active
1,2025-01-01 00:00:00,8.362707067278652,3.2570729301597305,39.08487516191677,0.0,0.13937845112131086,3.8467065496475734,2493,2,False,True,-3.8671419841603765,0.2139378451121311,True
1,2025-01-01 00:05:00,13.59850650499897,6.2043124821208355,35.366874623533256,0.0,0.36602022620462704,1.967756009787122,2046,6,True,False,1.2610330020908478,0.22266417750833162,False
1,2025-01-01 00:10:00,22.475030870525938,13.521700970157866,87.80866185644436,0.0,0.740604074046726,14.140613511850828,1108,6,False,False,-27.042607886238926,0.2374583847842099,False
1,2025-01-01 00:15:00,28.883920674598233,18.425132741953952,58.84118126155306,0.0,1.2220027519566965,6.686942431023049,2198,5,True,True,-3.293634200089407,0.24813986779099706,True
1,2025-01-01 00:20:00,36.07253338286617,22.71589553121159,51.48915347109165,0.0,1.8232116416711328,3.3541660386527616,1873,5,False,False,-7.67081295880584,0.26012088897144364,False
1,2025-01-01 00:25:00,42.25475059946629,25.120336796881265,28.85329518803611,0.0,2.527457484995571,5.737027968825881,595,5,True,False,18.74801900155964,0.2704245843324438,False
1,2025-01-01 00:30:00,50.72048799418507,27.805046751234954,32.21651945224426,0.0,3.372798951565322,5.305706299757257,2140,6,False,True,0.7598584877951069,0.28453414665697513,True
1,2025-01-01 00:35:00,56.73285635112048,33.33932973523665,66.41139580802037,0.0,4.31834655741733,3.653891620247429,2309,1,False,True,25.53477925167295,0.2945547605852008,True
1,2025-01-01 00:40:00,64.57876080533542,40.10430110041083,81.1796563820901,3.4943249403255647,5.394659237506254,15.111454834187374,1463,4,False,False,1.7289059941552267,0.3076312680088924,False
1,2025-01-01 00:45:00,73.71194724285725,45.199647248965235,61.14415378265285,1.3034067225132684,6.623191691553874,7.384986208025695,1060,2,False,True,2.3970732916381365,0.3228532454047621,True
1,2025-01-01 00:50:00,81.41112032044263,46.07494168496384,10.503533231983255,4.152487839034425,7.980043696894585,0.7649579174118317,1292,5,True,False,-5.397682190361731,0.3356852005340711,False
1,2025-01-01 00:55:00,88.8717996553613,49.39144125536397,39.797994844801615,26.244914508258706,9.461240357817273,7.33017242042518,1469,4,True,True,25.003178971603297,0.14811966609226884,True
1,2025-01-01 01:00:00,96.305333745614,51.44974169838408,24.699605316241303,16.186897681074225,11.066329253577507,1.8931501870298635,1012,5,False,True,-26.751705956209793,0.16050888957602336,True
1,2025-01-01 01:05:00,102.62637036381221,54.01448072362935,30.77686830294322,22.450615512548254,12.776768759641044,2.231163360414599,541,1,True,True,-8.845888897961803,0.1710439506063537,True
1,2025-01-01 01:10:00,111.84963711627206,59.040482326633956,60.31201923605532,7.440462044755339,14.640929378245579,8.319024799143664,2192,5,False,False,6.313327379914369,0.18641606186045345,False
1,2025-01-01 01:15:00,119.03315973081622,60.65965399004737,19.430059960960932,23.032754832724724,16.624815373759184,1.5533968287695141,2432,1,False,False,11.901294657065918,0.19838859955136037,False
1,2025-01-01 01:20:00,125.45415017373477,64.72102861451064,48.736495493559346,5.2371044074867985,18.715717876654764,8.097463271548486,2108,2,False,True,-11.989432274202912,0.20909025028955797,True
1,2025-01-01 01:25:00,134.35766975770446,69.90940278089008,62.26048999655316,23.402352833293765,20.955012372616505,3.435295664221804,2360,3,True,False,-6.408501886788564,0.22392944959617408,False
1,2025-01-01 01:30:00,142.4464435076062,73.92670169094482,48.20758692065696,14.83357034061953,23.329119764409942,8.632047621825789,527,3,True,False,22.589097194131973,0.23741073917934366,False
1,2025-01-01 01:35:00,151.58917447459353,79.4701905304076,66.52186607355344,17.691532161285497,25.85560600565317,11.16512763841433,2612,3,False,True,-24.74132779198975,0.25264862412432254,True
1,2025-01-01 01:40:00,158.82151363116097,84.03984351830847,54.83583585481041,2.6261552967213966,28.502631232839185,4.175789382456145,2215,0,False,True,-14.938102035562332,0.46470252271860163,True
1,2025-01-01 01:45:00,167.64000731383805,87.8201957727365,45.364227053136275,10.306048349392974,31.296631354736487,3.7559953414399945,1011,5,False,False,7.457858682572812,0.2794000121897301,False
1,2025-01-01 01:50:00,176.5352127178537,89.91391650466016,25.124648783083998,8.710118196635975,34.23888490003405,5.018587513246594,2664,2,True,True,-26.907117196455975,0.2942253545297562,True
1,2025-01-01 01:55:00,182.38568435915192,90.79670696350064,10.593485506085642,14.159117253990233,37.278646306019915,2.0098046881284612,1527,0,False,False,24.136150383317982,0.3039761405985865,False
1,2025-01-01 02:00:00,190.73925417789468,93.7851211975744,35.86097080888507,20.409582434833094,40.457633875651496,6.586285445980303,2885,0,True,False,4.445649466238251,0.3178987569631578,False
1,2025-01-01 02:05:00,196.883682174345,97.94793667755889,49.95378575981377,14.134550198955957,43.739028578557246,5.2414761559374945,1184,6,True,False,29.04742067028055,0.328139470290575,False
1,2025-01-01 02:10:00,206.5207464454181,100.69181743493743,32.92656908854252,23.405839857589214,47.181041019314215,2.849904909061511,895,6,True,False,-4.021335598658354,0.34420124407569685,False
1,2025-01-01 02:15:00,213.77189098029265,103.49516062133061,33.64011823671816,20.73015617641401,50.743905868985756,5.8483696968878185,1686,6,False,True,-4.797262023299901,0.3562864849671544,True
1,2025-01-01 02:20:00,219.88176915458087,108.14559752168543,55.80524280425784,16.693449953987987,54.4086020215621,8.754951365538687,2187,6,False,True,-20.445001046171257,0.3664696152576348,True
1,2025-01-01 02:25:00,229.1867418197878,112.66849886960604,54.274816175047285,24.52727393548551,58.2283810518919,7.11254691614913,656,0,True,False,21.776272122393628,0.3819779030329797,False
1,2025-01-01 02:30:00,238.51201185202055,121.36712990224603,104.3835723916799,15.795445323925348,62.203581249425575,18.247532448442765,2256,0,False,False,-27.861365078188282,0.3975200197533676,False
1,2025-01-01 02:35:00,244.535160083865,125.82262399643481,53.46592913026535,12.757848874291044,66.27916725082332,6.564824410612256,2913,2,False,False,-29.63723973428764,0.407558600139775,False
1,2025-01-01 02:40:00,250.1860457760117,128.20590885090346,28.599418253623586,3.540796181987802,70.44893468042352,3.7335757640748457,1694,3,True,True,18.096875699439977,0.6169767429600195,True
1,2025-01-01 02:45:00,256.68010994028816,132.60305228560966,52.76572121647436,29.67664074823326,74.72693651276165,2.7709868267754088,2776,2,False,True,23.050362950482487,0.4278001832338136,True
1,2025-01-01 02:50:00,264.0136830880041,138.77334463936361,74.04350824504735,9.978112270977626,79.1271645642284,5.606887458818804,1468,6,True,True,-26.998122474891858,0.44002280514667347,True
1,2025-01-01 02:55:00,269.94561174216983,143.58933092523722,57.79183543048331,29.602954486254106,83.62625809326455,3.913728309775801,1846,1,False,False,-23.410461845325916,0.4499093529036164,False
1,2025-01-01 03:00:00,278.7599803820662,145.98562651524847,28.755547080135123,12.73536057670221,88.27225776629899,2.9678429280581624,958,0,True,True,-2.2834217818885314,0.46459996730344366,True
1,2025-01-01 03:05:00,287.5237742963288,152.7270176692975,80.8966938485886,3.2168378458028624,93.06432067123781,9.234643115189801,2132,2,False,True,-21.988596872529577,0.6792062904938814,True
1,2025-01-01 03:10:00,293.7904922163129,156.73041467112913,48.040764021979534,23.96316787877129,97.96082887484302,8.446821141630675,2881,6,False,False,-5.0004035926344415,0.4896508203605215,False
1,2025-01-01 03:15:00,303.63756028862207,163.57628966585466,82.1504999367064,1.5390373829279402,103.02145487965339,14.997477308893586,1630,5,False,False,22.936278150354674,0.7060626004810369,False
1,2025-01-01 03:20:00,308.73920937006176,166.3114823960748,32.82231276264174,22.473851597193708,108.16710836915442,6.4304954131434515,1938,2,False,False,-14.543598066766494,0.514565348950103,False
